"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACTA2",266.914700067736,-0.410058816779729,0.177035004088143,-2.31625840828386,0.0205441637913688,0.0498113689114139
"ACTB",170817.361967273,0.0237564842068184,0.0962386785769673,0.246849650869001,0.805024583376545,0.877684824170246
"ACTC1",23.5448217694029,3.45451070864101,0.54519117447179,6.33632910875331,2.35303896553931e-10,4.40875303942661e-09
"ACTG1",139516.143191257,0.661486318590698,0.0977259930754014,6.76878584472733,1.29867602614927e-11,3.44229855609148e-10
"ACTG1_1",21734.7906881573,0.670779882501422,0.0903202347888337,7.42668444197125,1.11353585883247e-13,5.03301043863048e-12
"ACTG1P17",1.78940300853797,-2.81266839555021,1.45655229840321,-1.93104524886177,0.0534774569208433,0.111498905381668
"ACTG1P20",438.970996228381,0.815639292299555,0.161667965441067,5.04515096775236,4.5316341848782e-07,3.7065228280639e-06
"ACTG1P25",5.68353224838175,-0.684537323650653,0.737266957730559,-0.928479591378655,0.353158849428104,0.494502494471705
"ACTG1P4",53.0896059832775,0.628235263703569,0.350604670514849,1.79186222129052,0.0731550388735072,0.144620841218164
"ACTG2",7.93873509932381,0.0539081197155659,0.645453330881841,0.0835197792564099,0.933438250763946,0.96236076501651
"ACTL10",24.0580773359138,0.375616391086971,0.403561189033742,0.930754495957156,0.351980572899135,0.493353267152719
"ACTL6A",1838.52153184425,-0.30487482530169,0.107328520947022,-2.84057604271075,0.00450321352674234,0.0135361843811279
"ACTN1",22363.7114585228,0.277776096269826,0.0795965499173861,3.48980070817305,0.000483380881331187,0.0019038194617641
"ACTN1-DT",1.93639191912352,4.22767129946641,1.62406270015032,2.60314537060368,0.00923727768369922,0.0250941586455375
"ACTN2",8.97602730730079,1.25289096843953,0.666662995908427,1.87934680060093,0.0601971552718836,0.122610477413202
"ACTN3",4.51514994345307,1.14994623055052,0.747991511279312,1.53737871781959,0.124200594909046,0.222336748988961
"ACTN4",13260.3610292973,0.32446393651108,0.119894099217568,2.7062544247677,0.006804689009959,0.0193039538995789
"ACTN4_1",2383.05441464332,0.335597712553784,0.106676362980001,3.14594257976999,0.00165552504629797,0.00563402096852717
"ACTR10",2678.97317907128,0.517173423928665,0.110640587320727,4.67435537403172,2.94878346926332e-06,2.00791183227805e-05
"ACTR1A",8008.60850137796,0.295694892862177,0.0922715041474475,3.2046176725337,0.00135241995185702,0.00472099214741992
"ACTR1B",381.442042343114,-0.28100493246558,0.115886939404825,-2.42481968985264,0.0153159916578541,0.0388623615262241
